Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Current Landfill Status
138,China Lake NWC Golf Course Landfill,CA,Halsey Avenue,China Lake NWC (Mil,Kern,93555,35.6611,-117.633,Private,Cook,,Closed
105,Chiquita Canyon SLF,CA,29201 Henry Mayo Drive,Castaic,Los Angeles,91384,34.42806,-118.64661,Private,"Waste Connections, Inc.",1970,Open
107,City of Clovis LF,CA,15679 Auberry Road,Clovis,Fresno,93619,36.943,-119.685,Public,"City of Clovis, CA",1957,Open
11220,City of Fresno Landfill,CA,1707 West Jensen Avenue,Fresno,Fresno,93706,36.7067,-119.8311,Public,"City of Fresno, CA",1937,Closed
108,City of Lompoc SLF,CA,700 S. Avalon Road,Lompoc,Santa Barbara,93436,34.65271,-120.44256,Public,"City of Lompoc, CA",1961,Open
110,City of Paso Robles LF,CA,9000 Highway 46 East,Paso Robles,San Luis Obispo,93446,35.663,-120.532,Public,"City of Paso Robles, CA",1970,Open
111,City of Redding/Benton LF,CA,2001 Buenaventura Boulevard,Redding,Shasta,96001,40.5689,-122.4112,Public,"City of Redding, CA",,Closed
264,City of Sacramento Landfill,CA,20 28th Street,Sacramento,Sacramento,95816,38.58583,-121.46389,Public,"City of Sacramento, CA",1968,Closed
271,City of Santa Cruz SLF,CA,605 Dimeo Lane,Santa Cruz,Santa Cruz,95060,36.97602,-122.10608,Public,"City of Santa Cruz, CA",1960,Open
115,City of Ukiah Solid Waste Disposal Site,CA,3100 Vichy Springs Road,Ukiah,Mendocino,95482,39.16944,-123.16417,Public,"City of Ukiah, CA",1955,Closed
315,City of Watsonville Landfill,CA,730 San Andreas Road,Watsonville,Santa Cruz,95076,36.914,-121.824,Public,"City of Watsonville, CA",1963,Closed
117,City of Willits Disposal Site,CA,,Willits,Mendocino,95490,39.4,-123.35,Public,City of Willits,,Closed
118,Clipper Creek,CA,,Applegate,Placer,,,,Private,"Sutherland Construction, Inc.",,Closed
11160,Clover Flat Landfill,CA,4380 Silverado Trail,Calistoga,Napa,94515,38.5848,-122.534,Private,Clover Flat Resource Recovery Park,2001,Open
120,Coachella Valley Disposal Site,CA,"Landfill Road N.
87-011 44th Avenue",Coachella,Riverside,92236,33.725,-116.142,Public,"Riverside County, CA",1972,Closed
121,Coalinga Disposal Site,CA,30825 Lost Hills Road,Coalinga,Fresno,93210,36.10972,-120.35918,Private,Chevron USA,1956,Closed
122,Cold Canyon LF Solid Waste Disposal Site,CA,2268 Carpenter Canyon Road,San Luis Obispo,San Luis Obispo,93401,35.1873,-120.59579,Private,Corral de Piedra Land Company,1965,Open
124,Colton Sanitary Landfill,CA,850 Tropica Rancho Road,Colton,San Bernardino,92324,34.04556,-117.33861,Public,"San Bernardino County, CA",1965,Closed
125,Contra Costa SLF,CA,"James Donlon Boulevard
1/4mi E/O Somersville Road",Antioch,Contra Costa,94509,37.9875,-121.84528,Private,"TRC Solutions, Inc.",1949,Closed
342,Corona Disposal Site,CA,1300 Magnolia Avenue,Corona,Riverside,92879,33.8674,-117.5395,Public,"Riverside County, CA",1960,Closed
126,Corral Hollow LF,CA,31130 S. Corral Hollow Road,Tracy,San Joaquin,95377,37.67,-121.45667,Public,"San Joaquin County, CA",1955,Closed
128,Coyote Canyon SLF,CA,20661 Newport Coast Drive,Newport Beach,Orange,92657,33.6267,-117.8312,Public,"County of Orange - OC Waste & Recycling, CA",1963,Closed
129,Crazy Horse Landfill,CA,350 Crazy Horse Canyon Road,Salinas,Monterey,93907,36.7946,-121.61511,Public,"Salinas Valley Solid Waste Authority, CA",1934,Closed
130,Crescent City SLF,CA,"Hights Access Road
Off Old Mill Road",Crescent City,Del Norte,95531,41.79083,-124.21861,Public,County of Del Norte,1977,Closed
106,Cummings Road Landfill,CA,5775 Cummings Road,Eureka,Humboldt,95503,40.76167,-124.08833,Public,"Humboldt Waste Management Authority, CA",1978,Closed
12146,CWMI - KHF (MSW Landfill B-19),CA,35251 Old Skyline Road,Kettleman City,Kings,93239,36.1003959,-120.0202964,Private,"Waste Management, Inc.",1998,Open
333,Davis Street LF,CA,2615 Davis Street,San Leandro,Alameda,94577,37.7144,-122.1948,Private,"Waste Management, Inc.",1942,Closed
132,Deep Springs College Disposal Site,CA,"Off Hwy 168
due East Of Big Pine",Deep Springs,Inyo,89010,37.36404,-117.98711,Private,Deep Springs College,,Closed
139,Desert Center LF,CA,17991 Kaiser Road,Desert Center,Riverside,92239,33.77754,-115.40867,Public,"Riverside County, CA",,Open
134,Diamond LF,CA,,Red Bluff,Tehama,,,,Private,Landfill Owner of Diamond LF,,Unknown
135,Dixon Pit LF,CA,,Elk Grove,Sacramento,95624,38.416667,-121.366667,Private,"West Coast Building - Wrecking, Inc.",,Closed
136,Double Butte Disposal Site,CA,31710 Grand Avenue,Winchester,Riverside,92596,33.72,-117.10833,Public,"Riverside County, CA",1973,Closed
334,Duarte LF,CA,,Duarte,Los Angeles,,,,Public,City of Duarte,1969,Closed
140,Eagleville Disposal Site,CA,,Eagleville,Modoc,96104,41.31667,-120.04167,Public,United States Bureau of Land Management,,Closed
141,Earlimart Disposal Site,CA,"INT of Ave 72 & Rd 136
2 mi N of town",Earlimart,Tulare,93219,35.91989,-119.26696,Public,"Tulare County, CA",,Closed
142,Eastern Regional LF,CA,,Truckee,Placer,96161,39.3525,-120.1898,Public,United States Forest Service,,Closed
143,Eastlake SLF,CA,16015 Davis Avenue,Clearlake,Lake,95422,38.95333,-122.60083,Public,"Lake County, CA",1972,Open
144,Edom Hill Disposal Site,CA,"70-100 Edom Hill Road
1.3 miles East of Varner Road",Desert Hot Springs,Riverside,92241,33.88141,-116.44632,Public,"Riverside County, CA",1967,Closed
145,Edwards Air Force Base-Main Base LF,CA,,Edwards Air Force Base,Kern,93523,34.95605,-117.95627,Public,United States Air Force,,Open
147,El Sobrante SLF,CA,10910 Dawson Canyon Road,Corona,Riverside,92883-5020,33.79923,-117.46786,Private,"Waste Management, Inc.",1986,Open
148,Evans Road LF,CA,"Evans Road & Hahn Road
2.5 miles south of Meyers Road",Arbuckle,Colusa,95912,39.067,-122.175,Public,"Colusa County, CA",,Closed
149,Exeter Disposal Site,CA,242 Avenue & Road 188,Lindsay,Tulare,93247,36.22956,-119.15245,Public,"Tulare County, CA",,Closed
150,Fairmead Solid Waste Disposal Site,CA,21739 Road 19,Chowchilla,Madera,93610,37.06468,-120.1991,Public,"Madera County, CA",1971,Open
151,Fink Road LF,CA,4000 Fink Road,Crows Landing,Stanislaus,95313,37.38816,-121.13633,Public,"Stanislaus County, CA",1973,Open
153,"Foothill Sanitary Landfill, Inc.",CA,6484 North Waverly Road,Linden,San Joaquin,95236,38.0371,-120.94489,Public,"San Joaquin County, CA",1965,Open
154,Fort Bidwell LF,CA,,Fort Bidwell,Modoc,96112,37.883334,-121.266667,Public,"Modoc County, CA",,Closed
259,Fort Irwin Sanitary Landfill,CA,Reserve Component Training Center,Fort Irwin (Mil Res),San Bernardino,92310,35.26589,-116.66233,Public,United States Army,,Open
11120,Forward Landfill,CA,9999 S. Austin Road,Manteca,San Joaquin,95336,37.874624,-121.1833,Private,"Republic Services, Inc.",1973,Open
156,Foxen Canyon SLF,CA,,Los Olivos,Santa Barbara,93441,37.95,-121.283334,Private,Chamberlin Estate,,Closed
62,Frank R. Bowerman SLF,CA,11002 Bee Canyon Access Road,Irvine,Orange,92602,33.72053,-117.70947,Public,"County of Orange - OC Waste & Recycling, CA",1990,Open
157,French Camp Landfill,CA,3335 Manthey Road,Stockton,San Joaquin,95206,37.916,-121.295,Private,"Republic Services, Inc.",,Closed
158,Furnace Creek,CA,"Spur Road
off Hwy 190",Furnace Creek Ranch,Inyo,92328,36.47,-116.853,Public,Death Valley National Monument,,Closed
159,Geer Road SLF,CA,750 Geer Road,Modesto,Stanislaus,95357,37.62609,-120.85,Public,"City of Modesto, CA; Stanislaus County, CA",1970,Closed
160,Glenn County LF Site,CA,5700 County Road 33,Artois,Glenn,95913,39.634,-122.285,Public,"Glenn County, CA",,Open
161,Glennville LF,CA,Evans Road,Glennville,Kern,93226,35.71993,-118.68282,Public,United States Forest Service,,Closed
162,Goldstone Deep Space Comm Complex,CA,,Fort Irwin (Mil Res),San Bernardino,,35.3054,-116.79893,Public,,,Closed
163,Gopher Hill SLF,CA,Bucks Lake And Snake Lake Roads,Spanish Ranch,Plumas,95963,39.954,-121.031,Public,Plumas National Forest Quincy Road,,Closed
164,Guadalupe Rubbish Disposal Facility,CA,15999 Guadalupe Mines Road,San Jose,Santa Clara,95120,37.21139,-121.90139,Private,"Waste Management, Inc.",1929,Open
165,Hanford SLF,CA,"7803 Hanford-Armona Road
at SE corner of INT with Hwy 43",Hanford,Kings,93230,36.30907,-119.59573,Public,Kings Waste and Recycling Authority,1973,Closed
166,Happy Camp Solid Waste Disposal site,CA,Chambers Drive,Happy Camp,Siskiyou,96039,41.78,-123.4,Private,Landfill Owner of Happy Camp Solid Waste Disposal site,,Closed
167,Harney Lane SLF,CA,1/4 Mi E Of Jack Tone Road,Lodi,San Joaquin,95240,38.0994,-121.1364,Public,"San Joaquin County, CA",1948,Closed
11340,Healdsburg Landfill,CA,166 Alexander Valley Road,Healdsburg,Sonoma,95448,38.6508,-122.8685,Public,"Sonoma County, CA",1971,Closed
169,Herlong Disposal Facility,CA,County Road 328,Herlong,Lassen,96113,40.13669,-120.17019,Public,United States Bureau of Land Management,1980,Closed
170,Hesperia Refuse Disposal Site,CA,7 miles South on Hesperia Road,Hesperia,San Bernardino,92345,34.346,-117.349,Public,"San Bernardino County, CA",1964,Closed
171,Highgrove SLF,CA,1420 Pigeon Pass Road,Highgrove,Riverside,92507,34.00667,-117.28667,Public,"Riverside County, CA",1947,Closed
172,Highway 59 Landfill,CA,"7040 N. Hwy 59
6 miles N. of Merced",Merced,Merced,95348,37.39389,-120.49778,Public,"Merced County Regional Waste Management Authority, CA",1973,Open
173,Hillside Solid Waste Disposal Site,CA,1 Sand Hill Road,Colma,San Mateo,94014,37.683,-122.444,Private,"Cypress-Amloc Land Company, Inc.",1968,Closed
175,Holtville Disposal Site,CA,,Holtville,Imperial,92250,32.816667,-115.383334,Public,United States Bureau of Land Management,,Closed
177,Hot Spa Cut & Fill Site,CA,10466 Spa Road,Niland,Imperial,92257,33.41528,-115.67611,Public,"Imperial County, CA",1954,Open
178,Hotelling Gulch Disposal Site,CA,,Forks of Salmon,Siskiyou,96031,41.23833,-123.27389,Public,United States Department of Agriculture; United States Forest Service,,Closed
325,Imperial Waste Site,CA,1705 West Worthington Road,Imperial,Imperial,92251,32.84552,-115.68112,Public,Imperial Irrigation District,,Open
180,Independence Disposal Site,CA,End of Dump Road,Independence,Inyo,93526,36.7884,-118.17586,Public,Los Angeles Department of Water & Power (LADWP),,Open
335,Industry Hills Sheraton Resort,CA,#1 Industry Hills Parkway,Industry Hills,Los Angeles,91744,34.021,-117.92778,Public,"City of Industry, CA",1960,Closed
241,"Intermountain Landfill, Inc.",CA,,Hat Creek,Shasta,96013,33.433334,-114.75,Private,"Intermountain Landfill, Inc.",,Closed
2066,Jamacha Landfill,CA,,Jamacha,San Diego,,,,Public,"County of San Diego, CA",1960,Closed
181,John Smith Road Class III Landfill,CA,2650 John Smith Road,Hollister,San Benito,95023,36.825,-121.324,Public,"San Benito County Public Works, CA",1968,Open
182,Johnson Canyon SLF,CA,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,Public,"Salinas Valley Solid Waste Authority, CA",1976,Open
183,Jolon Road SLF,CA,,King City,Monterey,93930,36.16683,-121.13061,Private,Carmel Marina Corp,,Closed
184,Keller Canyon LF,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,Private,"Republic Services, Inc.",1992,Open
185,Kelly Gulch Solid Waste Disposal Site,CA,,Sawyers Bar,Siskiyou,,41.32667,-123.154,Public,United States Department of Agriculture; United States Forest Service,,Closed
186,Kennedy Meadows Disposal Site,CA,Goman Rd W Of Mountain Rd M-152,Johnsondale,Tulare,93207,35.991,-118.105,Public,United States Bureau of Land Management,,Closed
187,Kern Valley LF,CA,,Kernville,Kern,93285,35.75,-118.433334,Public,United States Bureau of Land Management,,Closed
265,Kiefer LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,Public,"Sacramento County, CA",1967,Open
188,Kirby Canyon Recycling & Disposal Facility,CA,910 Coyote Creek Golf Drive,Morgan Hill,Santa Clara,95037,37.18507,-121.67109,Private,"Waste Management, Inc.",1986,Open
189,L & D Landfill Company,CA,8635 Fruitridge Road,Sacramento,Sacramento,95826,38.528,-121.378,Private,Fruitridge Road Land Company,1977,Open
190,Lake City LF,CA,County Rd #15-C,Lake City,Modoc,96115,41.631,-120.116,Public,United States Bureau of Land Management,,Closed
191,Lamb Canyon Sanitary Landfill,CA,16411 Lamb Canyon Road,Beaumont,Riverside,92223,33.88389,-116.99722,Public,"Riverside County, CA",1970,Open
314,Lancaster Landfill,CA,600 East Avenue `F`,Lancaster,Los Angeles,93535,34.7474,-118.1165,Private,"Waste Management, Inc.",1954,Open
192,Landers Sanitary Landfill,CA,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,San Bernardino,92285,34.24048,-116.38152,Public,"San Bernardino County, CA",1965,Open
193,Las Pulgas LF,CA,"1 mi N of Camp Pulgas, off Basilone Road",Camp Pendleton (Mil Res),San Diego,92055,33.36444,-117.41921,Public,United States Marine Corps,1972,Open
195,Lava Beds Disposal Site,CA,,Tulelake,Siskiyou,96134,41.7,-121.46667,Public,United States Department of the Interior - National Park Service,,Closed
196,Laytonville Refuse Disposal Site,CA,,Laytonville,Mendocino,,,,Public,Mendocino County Division of Solid Waste,,Closed
197,Lebec SLF,CA,300 Landfill Road,Lebec,Kern,93243,34.82697,-118.88773,Public,"Kern County, CA",,Closed
198,Lenwood-Hinkley Refuse Disposal Site,CA,37751 Lenwood Road,Lenwood,San Bernardino,92311,34.9355,-117.1183,Public,"San Bernardino County, CA",1965,Closed
199,Lewis Road SLF,CA,1010 Lewis Road,Pajaro,Monterey,95076,36.88083,-121.69944,Public,"Monterey County, CA",1947,Closed
200,Lone Pine Disposal Site,CA,End of Substation Road,Lone Pine,Inyo,93545,36.59421,-118.03495,Public,Los Angeles Department of Water & Power (LADWP),,Open
201,Lopez Canyon SLF,CA,11950 Lopez Canyon Road,Sylmar,Los Angeles,91342,34.29028,-118.39111,Public,"City of Los Angeles, Bureau of Sanitation, CA",1975,Closed
202,Lost Hills SLF,CA,14251 Holloway Road,Lost Hills,Kern,93249,35.6311,-119.75732,Public,"Kern County, CA",1973,Closed
255,Louisiana-Pacific Disposal Site,CA,,Red Bluff,Tehama,,,,Private,Louisiana-Pacific Corporation,,Unknown
203,Loyalton LF,CA,"Garbage Pit Road
1 Mi E Loyalton",Loyalton,Sierra,96118,39.67,-120.22,Public,"Sierra County, CA",1977,Closed
204,Lucerne Valley Disposal Site,CA,Camp Rock Road,Lucerne Valley,San Bernardino,92356,34.4307,-116.8542,Public,"San Bernardino County, CA",1965,Closed
205,Madeline Disposal Facility,CA,,Madeline,Lassen,96119,41.05,-120.45333,Public,United States Bureau of Land Management,,Closed
206,Mariposa County SLF,CA,5593 Hwy 49 N,Mariposa,Mariposa,95338,37.50432,-120.0058,Public,"Mariposa County, CA",,Open
336,Marsh Road LF,CA,"1600 Marsh Road
North End Of Marsh Road at Bayfront Expwy",Menlo Park,San Mateo,94025,37.4929,-122.1759,Public,"City of Menlo Park, CA",1960,Closed
207,McCloud Community Services District LF,CA,Timber Road,McCloud,Siskiyou,96057,41.242,-122.132,Public,McCloud Community Services District,,Closed
208,McCourtney LF,CA,14741 Wolf Mountain Road,Grass Valley,Nevada,95949,39.1726,-121.1121,Public,County of Nevada,1972,Closed
209,McFarland-Delano SLF,CA,"Stradley Avenue
3 mi S. of Delano",Delano,Kern,93215,35.741,-119.254,Public,"Kern County, CA",1971,Closed
210,Mead Valley Disposal Site,CA,22376 Forrest Road,Perris,Riverside,92570,33.7957,-117.2832,Public,"Riverside County, CA",1974,Closed
211,Mecca LF II,CA,"95250 66th Avenue
Box Canyon Road & Garfield Street",Mecca,Riverside,92254,33.57194,-116.00306,Public,"Riverside County, CA",,Open
212,Metro Water District - Iron Mountain,CA,,Vidal,San Bernardino,,,,Public,Metro Water District of Southern CA,1959,Closed
338,Mid-Valley Sanitary LF,CA,2390 N. Alder Avenue,Rialto,San Bernardino,92377,34.14333,-117.43,Public,"San Bernardino County, CA",1958,Open
213,Milliken SLF,CA,2050 S. Milliken Avenue,Ontario,San Bernardino,91761,34.0365,-117.5583,Public,"San Bernardino County, CA",1957,Closed
10141,Mission Canyon Landfill,CA,1801 & 2501 North Sepulveda Boulevard,Los Angeles,Los Angeles,90049,34.1102,-118.4824,Public,"Sanitation Districts of Los Angeles County, CA",1960,Closed
337,Mission Hills,CA,12445 Mountaingate Drive,Los Angeles,Los Angeles,90049,34.1073,-118.4876,Private,American Golf Corp.; Barclay Hollander,1960,Closed
215,Mojave-Rosamond SLF,CA,400 Silver Queen Road,Mojave,Kern,93501,34.99336,-118.13881,Public,"Kern County, CA",1973,Open
217,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA",1966,Open
218,Morongo Disposal Site,CA,1/2 mile East of Highway 62,Morongo Valley,San Bernardino,92256,34.0557,-116.558,Public,"San Bernardino County, CA",1979,Closed
219,"NAS, Lemoore SLF",CA,,Lemoore,Kings,,,,Public,United States Navy,,Closed
220,Neal Road Recycling and Waste Facility,CA,1023 Neal Road,Paradise,Butte,95969,39.67425,-121.72929,Public,"Butte County, CA",1970,Open
221,Needles Solid Waste Disposal Site,CA,13930 Needles Landfill Road,Needles,San Bernardino,92363,34.8526,-114.631,Public,"San Bernardino County, CA",1967,Closed
222,New Cuyama SLF,CA,1/4 miles SW of New Cuyama,New Cuyama,Santa Barbara,93254,34.95,-119.7,Public,"Santa Barbara County, CA",,Closed
224,Newberry Springs Disposal Site,CA,"Poniete Drive
3 miles South of Highway 66",Newberry Springs,San Bernardino,92365,34.791,-116.66,Public,"San Bernardino County, CA",1965,Closed
225,"Newby Island SLF Phases I, II, & III",CA,1601 Dixon Landing Road,Milpitas,Santa Clara,95035,37.45897,-121.94108,Private,"Republic Services, Inc.",1930,Open
226,Niland Cut & Fill Site,CA,8450 Cuff Road,Niland,Imperial,92257,33.27111,-115.49167,Public,"Imperial County, CA",1941,Open
228,North Belridge Solid Waste Disposal Site,CA,,Lost Hills,Kern,93249,35.52613,-119.78603,Private,Aera Energy LLC,,Closed
227,North County SLF,CA,17720 East Harney Lane,Lodi,San Joaquin,95240,38.097,-121.10194,Public,"San Joaquin County, CA",1991,Open
20794,North Miramar SLF,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,"City of San Diego, CA",1973,Closed
229,Oasis Disposal Site,CA,84-505 84th Avenue,Oasis,Riverside,92274,33.439,-116.0815,Public,"Riverside County, CA",,Open
230,Ocotillo Cut & Fill,CA,,Ocotillo,Imperial,92274,32.733334,-116,Public,United States Bureau of Land Management,,Closed
232,Olinda Alpha SLF,CA,1942 N. Valencia Avenue,Brea,Orange,92823,33.93361,-117.84361,Public,"County of Orange - OC Waste & Recycling, CA",1960,Open
2162,"Operating Industries, Inc. LF (OII)",CA,"900 Potrero Grande Drive
End of Greenwood Avenue",Monterey Park,Los Angeles,91754,34.031,-118.108,Private,"Operating Industries, Inc.",1948,Closed
233,Orange Avenue Disposal Inc.,CA,3280 South Orange Avenue,Fresno,Fresno,93725,36.68694,-119.76306,Private,Caglia Environmental,1941,Closed
234,Oro Grande LF,CA,19409 National Trails Highway,Oro Grande,San Bernardino,92368,34.634,-117.307,Private,Riverside Cement Co.,,Closed
236,Otay LF,CA,1700 Maxwell Road,Chula Vista,San Diego,91911,32.604,-117.005,Private,"Republic Services, Inc.",1963,Open
238,Ox Mountain SLF,CA,12310 San Mateo Road,Half Moon Bay,San Mateo,94019,37.499,-122.412,Private,"Republic Services, Inc.",1977,Open
56,Oxnard Landfills,CA,4105 West Gonzales Road,Oxnard,Ventura,93036,34.22857,-119.22435,Public,"City of Oxnard, CA; Ventura Regional Sanitation District, CA",1962,Closed
332,Palo Alto LF,CA,2830 Embarcadero Road,Palo Alto,Santa Clara,94303,37.45,-122.105,Public,"City of Palo Alto, CA",1955,Closed
242,Palo Verde Cut & Fill Site,CA,,Palo Verde,Imperial,92266,33.35,-118.316667,Public,United States Bureau of Land Management,,Closed
